filename,height,width,x,y
gs://fish_bucket/input/train/ALB/img_04354.jpg,62,151,358,458
gs://fish_bucket/input/train/ALB/img_04350.jpg,80,153,321,409
gs://fish_bucket/input/train/ALB/img_04349.jpg,175,125,428,317
gs://fish_bucket/input/train/ALB/img_04347.jpg,130,144,624,360
gs://fish_bucket/input/train/ALB/img_04346.jpg,170,226,394,3
gs://fish_bucket/input/train/ALB/img_04345.jpg,56,27,603,43
gs://fish_bucket/input/train/ALB/img_04342.jpg,66,181,378,409
gs://fish_bucket/input/train/ALB/img_04340.jpg,132,416,784,617
gs://fish_bucket/input/train/ALB/img_04336.jpg,160,259,274,112
gs://fish_bucket/input/train/ALB/img_04330.jpg,196,95,646,422
gs://fish_bucket/input/train/ALB/img_04326.jpg,165,279,261,113
gs://fish_bucket/input/train/ALB/img_04320.jpg,213,249,254,308
gs://fish_bucket/input/train/ALB/img_04312.jpg,69,175,460,469
gs://fish_bucket/input/train/ALB/img_04309.jpg,139,410,575,191
gs://fish_bucket/input/train/ALB/img_04308.jpg,146,165,751,192
gs://fish_bucket/input/train/ALB/img_04307.jpg,205,155,553,261
gs://fish_bucket/input/train/ALB/img_04303.jpg,65,160,317,410
gs://fish_bucket/input/train/ALB/img_04301.jpg,146,364,517,72
gs://fish_bucket/input/train/ALB/img_04296.jpg,180,131,797,356
gs://fish_bucket/input/train/ALB/img_04290.jpg,133,123,636,347
gs://fish_bucket/input/train/ALB/img_04277.jpg,53,174,415,383
gs://fish_bucket/input/train/ALB/img_04259.jpg,198,562,602,546
gs://fish_bucket/input/train/ALB/img_04248.jpg,168,432,627,579
gs://fish_bucket/input/train/ALB/img_04243.jpg,105,133,420,400
gs://fish_bucket/input/train/ALB/img_04231.jpg,133,105,793,222
gs://fish_bucket/input/train/ALB/img_04229.jpg,149,438,637,599
gs://fish_bucket/input/train/ALB/img_04220.jpg,163,94,638,208
gs://fish_bucket/input/train/ALB/img_04206.jpg,79,156,384,420
gs://fish_bucket/input/train/ALB/img_04205.jpg,133,181,452,176
gs://fish_bucket/input/train/ALB/img_04202.jpg,141,266,869,184
gs://fish_bucket/input/train/ALB/img_04196.jpg,214,109,540,477
gs://fish_bucket/input/train/ALB/img_04187.jpg,69,133,257,365
gs://fish_bucket/input/train/ALB/img_04174.jpg,125,314,228,339
gs://fish_bucket/input/train/ALB/img_04164.jpg,104,71,755,295
gs://fish_bucket/input/train/ALB/img_04163.jpg,89,145,356,408
gs://fish_bucket/input/train/ALB/img_04154.jpg,175,266,748,174
gs://fish_bucket/input/train/ALB/img_04153.jpg,142,150,219,62
gs://fish_bucket/input/train/ALB/img_04147.jpg,133,176,679,352
gs://fish_bucket/input/train/ALB/img_04140.jpg,244,359,603,109
gs://fish_bucket/input/train/ALB/img_04124.jpg,170,402,564,183
gs://fish_bucket/input/train/ALB/img_04121.jpg,63,137,169,398
gs://fish_bucket/input/train/ALB/img_04112.jpg,77,57,803,303
gs://fish_bucket/input/train/ALB/img_04102.jpg,84,159,376,420
gs://fish_bucket/input/train/ALB/img_04100.jpg,149,138,428,7
gs://fish_bucket/input/train/ALB/img_04098.jpg,159,146,223,55
gs://fish_bucket/input/train/ALB/img_04093.jpg,53,121,292,398
gs://fish_bucket/input/train/ALB/img_04092.jpg,314,99,964,193
gs://fish_bucket/input/train/ALB/img_04090.jpg,86,227,348,-1
gs://fish_bucket/input/train/ALB/img_04086.jpg,50,125,716,303
gs://fish_bucket/input/train/ALB/img_04078.jpg,179,446,624,568
gs://fish_bucket/input/train/ALB/img_04075.jpg,162,241,757,11
gs://fish_bucket/input/train/ALB/img_04070.jpg,115,243,212,227
gs://fish_bucket/input/train/ALB/img_04065.jpg,49,162,435,470
gs://fish_bucket/input/train/ALB/img_04062.jpg,166,301,774,142
gs://fish_bucket/input/train/ALB/img_04059.jpg,74,115,286,359
gs://fish_bucket/input/train/ALB/img_04056.jpg,70,160,428,391
gs://fish_bucket/input/train/ALB/img_04055.jpg,111,372,403,109
gs://fish_bucket/input/train/ALB/img_04054.jpg,153,45,580,353
gs://fish_bucket/input/train/ALB/img_04043.jpg,172,49,427,353
gs://fish_bucket/input/train/ALB/img_04040.jpg,191,86,98,469
gs://fish_bucket/input/train/ALB/img_04032.jpg,138,318,681,69
gs://fish_bucket/input/train/ALB/img_04031.jpg,167,390,534,184
gs://fish_bucket/input/train/ALB/img_04026.jpg,86,101,535,492
gs://fish_bucket/input/train/ALB/img_04025.jpg,153,360,420,227
gs://fish_bucket/input/train/ALB/img_04023.jpg,81,102,300,403
gs://fish_bucket/input/train/ALB/img_04018.jpg,155,162,224,54
gs://fish_bucket/input/train/ALB/img_04016.jpg,208,150,661,455
gs://fish_bucket/input/train/ALB/img_04014.jpg,280,260,778,167
gs://fish_bucket/input/train/ALB/img_04011.jpg,115,131,633,336
gs://fish_bucket/input/train/ALB/img_04008.jpg,146,390,594,344
gs://fish_bucket/input/train/ALB/img_04006.jpg,99,84,573,526
gs://fish_bucket/input/train/ALB/img_04005.jpg,197,307,726,552
gs://fish_bucket/input/train/ALB/img_03991.jpg,112,200,351,244
gs://fish_bucket/input/train/ALB/img_03990.jpg,111,47,943,247
gs://fish_bucket/input/train/ALB/img_03985.jpg,113,203,398,101
gs://fish_bucket/input/train/ALB/img_03984.jpg,135,362,310,778
gs://fish_bucket/input/train/ALB/img_03969.jpg,141,132,666,427
gs://fish_bucket/input/train/ALB/img_03965.jpg,178,123,651,513
gs://fish_bucket/input/train/ALB/img_03944.jpg,137,223,984,200
gs://fish_bucket/input/train/ALB/img_03932.jpg,155,179,219,56
gs://fish_bucket/input/train/ALB/img_03927.jpg,64,175,515,402
gs://fish_bucket/input/train/ALB/img_03913.jpg,150,207,293,218
gs://fish_bucket/input/train/ALB/img_03910.jpg,67,144,438,401
gs://fish_bucket/input/train/ALB/img_03905.jpg,89,115,439,390
gs://fish_bucket/input/train/ALB/img_03904.jpg,115,305,347,244
gs://fish_bucket/input/train/ALB/img_03902.jpg,119,149,320,77
gs://fish_bucket/input/train/ALB/img_03884.jpg,169,129,539,420
gs://fish_bucket/input/train/ALB/img_03880.jpg,144,127,311,271
gs://fish_bucket/input/train/ALB/img_03879.jpg,197,207,294,188
gs://fish_bucket/input/train/ALB/img_03877.jpg,252,299,667,295
gs://fish_bucket/input/train/ALB/img_03862.jpg,155,175,637,343
gs://fish_bucket/input/train/ALB/img_03861.jpg,108,172,691,364
gs://fish_bucket/input/train/ALB/img_03860.jpg,156,68,480,498
gs://fish_bucket/input/train/ALB/img_03859.jpg,191,320,768,189
gs://fish_bucket/input/train/ALB/img_03858.jpg,167,77,434,52
gs://fish_bucket/input/train/ALB/img_03855.jpg,59,166,754,284
gs://fish_bucket/input/train/ALB/img_03851.jpg,166,166,216,54
gs://fish_bucket/input/train/ALB/img_03845.jpg,149,179,217,61
gs://fish_bucket/input/train/ALB/img_03842.jpg,181,273,393,193
gs://fish_bucket/input/train/ALB/img_03836.jpg,112,83,745,288
gs://fish_bucket/input/train/ALB/img_03827.jpg,121,299,352,230
gs://fish_bucket/input/train/ALB/img_03821.jpg,161,159,558,432
gs://fish_bucket/input/train/ALB/img_03820.jpg,154,106,417,89
gs://fish_bucket/input/train/ALB/img_03808.jpg,230,184,121,244
gs://fish_bucket/input/train/ALB/img_03800.jpg,129,355,725,143
gs://fish_bucket/input/train/ALB/img_03798.jpg,178,206,296,213
gs://fish_bucket/input/train/ALB/img_03797.jpg,124,172,301,235
gs://fish_bucket/input/train/ALB/img_03794.jpg,289,355,491,246
gs://fish_bucket/input/train/ALB/img_03793.jpg,170,431,461,377
gs://fish_bucket/input/train/ALB/img_03785.jpg,93,48,607,574
gs://fish_bucket/input/train/ALB/img_03780.jpg,94,466,650,654
gs://fish_bucket/input/train/ALB/img_03775.jpg,87,203,184,365
gs://fish_bucket/input/train/ALB/img_03758.jpg,74,162,452,389
gs://fish_bucket/input/train/ALB/img_03748.jpg,99,189,80,119
gs://fish_bucket/input/train/ALB/img_03747.jpg,115,151,393,397
gs://fish_bucket/input/train/ALB/img_03746.jpg,174,312,441,230
gs://fish_bucket/input/train/ALB/img_03738.jpg,127,300,376,89
gs://fish_bucket/input/train/ALB/img_03737.jpg,71,119,388,457
gs://fish_bucket/input/train/ALB/img_03736.jpg,90,55,802,300
gs://fish_bucket/input/train/ALB/img_03730.jpg,160,92,643,200
gs://fish_bucket/input/train/ALB/img_03729.jpg,217,340,744,286
gs://fish_bucket/input/train/ALB/img_03714.jpg,110,142,624,343
gs://fish_bucket/input/train/ALB/img_03713.jpg,55,150,359,461
gs://fish_bucket/input/train/ALB/img_03709.jpg,70,64,980,276
gs://fish_bucket/input/train/ALB/img_03706.jpg,180,70,108,481
gs://fish_bucket/input/train/ALB/img_03700.jpg,131,331,297,239
gs://fish_bucket/input/train/ALB/img_03699.jpg,123,70,364,389
gs://fish_bucket/input/train/ALB/img_03698.jpg,127,266,366,9
gs://fish_bucket/input/train/ALB/img_03694.jpg,115,108,748,276
gs://fish_bucket/input/train/ALB/img_03693.jpg,198,246,453,218
gs://fish_bucket/input/train/ALB/img_03687.jpg,102,182,71,119
gs://fish_bucket/input/train/ALB/img_03686.jpg,184,454,451,112
gs://fish_bucket/input/train/ALB/img_03682.jpg,165,337,612,86
gs://fish_bucket/input/train/ALB/img_03680.jpg,96,189,192,368
gs://fish_bucket/input/train/ALB/img_03673.jpg,173,124,534,416
gs://fish_bucket/input/train/ALB/img_03666.jpg,115,257,484,67
gs://fish_bucket/input/train/ALB/img_03664.jpg,52,125,536,328
gs://fish_bucket/input/train/ALB/img_03662.jpg,137,242,957,219
gs://fish_bucket/input/train/ALB/img_03661.jpg,154,231,917,188
gs://fish_bucket/input/train/ALB/img_03656.jpg,188,308,774,189
gs://fish_bucket/input/train/ALB/img_03645.jpg,172,131,534,415
gs://fish_bucket/input/train/ALB/img_03644.jpg,185,77,100,476
gs://fish_bucket/input/train/ALB/img_03642.jpg,116,87,673,213
gs://fish_bucket/input/train/ALB/img_03636.jpg,108,347,489,117
gs://fish_bucket/input/train/ALB/img_03635.jpg,103,90,801,223
gs://fish_bucket/input/train/ALB/img_03634.jpg,184,113,712,231
gs://fish_bucket/input/train/ALB/img_03625.jpg,98,290,745,90
gs://fish_bucket/input/train/ALB/img_03623.jpg,110,142,401,92
gs://fish_bucket/input/train/ALB/img_03620.jpg,185,446,625,565
gs://fish_bucket/input/train/ALB/img_03616.jpg,161,398,523,179
gs://fish_bucket/input/train/ALB/img_03612.jpg,60,169,309,419
gs://fish_bucket/input/train/ALB/img_03606.jpg,148,352,402,175
gs://fish_bucket/input/train/ALB/img_03603.jpg,156,391,534,188
gs://fish_bucket/input/train/ALB/img_03600.jpg,150,155,219,60
gs://fish_bucket/input/train/ALB/img_03599.jpg,65,148,302,409
gs://fish_bucket/input/train/ALB/img_03593.jpg,137,118,363,128
gs://fish_bucket/input/train/ALB/img_03589.jpg,213,226,350,175
gs://fish_bucket/input/train/ALB/img_03586.jpg,208,105,719,441
gs://fish_bucket/input/train/ALB/img_03579.jpg,156,260,436,138
gs://fish_bucket/input/train/ALB/img_03578.jpg,131,357,416,111
gs://fish_bucket/input/train/ALB/img_03576.jpg,166,518,561,586
gs://fish_bucket/input/train/ALB/img_03575.jpg,54,153,256,422
gs://fish_bucket/input/train/ALB/img_03570.jpg,186,97,568,251
gs://fish_bucket/input/train/ALB/img_03569.jpg,167,229,86,347
gs://fish_bucket/input/train/ALB/img_03559.jpg,73,151,467,452
gs://fish_bucket/input/train/ALB/img_03556.jpg,119,419,603,241
gs://fish_bucket/input/train/ALB/img_03553.jpg,53,146,374,397
gs://fish_bucket/input/train/ALB/img_03552.jpg,166,408,488,155
gs://fish_bucket/input/train/ALB/img_03549.jpg,74,144,428,379
gs://fish_bucket/input/train/ALB/img_03544.jpg,181,180,1089,736
gs://fish_bucket/input/train/ALB/img_03538.jpg,173,201,650,428
gs://fish_bucket/input/train/ALB/img_03535.jpg,191,331,328,187
gs://fish_bucket/input/train/ALB/img_03532.jpg,136,384,535,148
gs://fish_bucket/input/train/ALB/img_03524.jpg,128,289,404,152
gs://fish_bucket/input/train/ALB/img_03516.jpg,71,125,719,276
gs://fish_bucket/input/train/ALB/img_03515.jpg,269,344,590,50
gs://fish_bucket/input/train/ALB/img_03512.jpg,274,353,642,282
gs://fish_bucket/input/train/ALB/img_03509.jpg,201,177,277,191
gs://fish_bucket/input/train/ALB/img_03501.jpg,166,129,707,437
gs://fish_bucket/input/train/ALB/img_03499.jpg,114,118,486,273
gs://fish_bucket/input/train/ALB/img_03491.jpg,200,310,769,187
gs://fish_bucket/input/train/ALB/img_03487.jpg,135,383,573,94
gs://fish_bucket/input/train/ALB/img_03486.jpg,125,320,884,284
gs://fish_bucket/input/train/ALB/img_03483.jpg,180,128,603,445
gs://fish_bucket/input/train/ALB/img_03482.jpg,59,87,750,293
gs://fish_bucket/input/train/ALB/img_03479.jpg,108,115,637,349
gs://fish_bucket/input/train/ALB/img_03470.jpg,80,142,432,387
gs://fish_bucket/input/train/ALB/img_03466.jpg,154,242,390,10
gs://fish_bucket/input/train/ALB/img_03463.jpg,100,232,656,539
gs://fish_bucket/input/train/ALB/img_03458.jpg,127,339,837,271
gs://fish_bucket/input/train/ALB/img_03451.jpg,100,98,649,358
gs://fish_bucket/input/train/ALB/img_03448.jpg,170,103,641,478
gs://fish_bucket/input/train/ALB/img_03432.jpg,56,174,336,433
gs://fish_bucket/input/train/ALB/img_03431.jpg,68,137,324,410
gs://fish_bucket/input/train/ALB/img_03429.jpg,55,157,301,423
gs://fish_bucket/input/train/ALB/img_03427.jpg,43,162,426,390
gs://fish_bucket/input/train/ALB/img_03424.jpg,155,137,629,336
gs://fish_bucket/input/train/ALB/img_03414.jpg,86,127,471,52
gs://fish_bucket/input/train/ALB/img_03411.jpg,156,236,754,16
gs://fish_bucket/input/train/ALB/img_03406.jpg,113,287,482,112
gs://fish_bucket/input/train/ALB/img_03401.jpg,185,290,384,134
gs://fish_bucket/input/train/ALB/img_03397.jpg,112,379,509,90
gs://fish_bucket/input/train/ALB/img_03391.jpg,137,83,439,100
gs://fish_bucket/input/train/ALB/img_03387.jpg,78,132,162,393
gs://fish_bucket/input/train/ALB/img_03384.jpg,218,175,440,213
gs://fish_bucket/input/train/ALB/img_03382.jpg,102,128,436,431
gs://fish_bucket/input/train/ALB/img_03381.jpg,153,205,292,222
gs://fish_bucket/input/train/ALB/img_03376.jpg,122,78,827,279
gs://fish_bucket/input/train/ALB/img_03374.jpg,109,256,402,61
gs://fish_bucket/input/train/ALB/img_03373.jpg,194,64,121,476
gs://fish_bucket/input/train/ALB/img_03369.jpg,219,97,201,61
gs://fish_bucket/input/train/ALB/img_03363.jpg,64,132,352,385
gs://fish_bucket/input/train/ALB/img_03360.jpg,181,135,689,226
gs://fish_bucket/input/train/ALB/img_03357.jpg,166,326,644,351
gs://fish_bucket/input/train/ALB/img_03356.jpg,200,349,320,187
gs://fish_bucket/input/train/ALB/img_03352.jpg,263,184,455,220
gs://fish_bucket/input/train/ALB/img_03350.jpg,129,375,574,100
gs://fish_bucket/input/train/ALB/img_03348.jpg,143,358,536,146
gs://fish_bucket/input/train/ALB/img_03345.jpg,79,129,346,393
gs://fish_bucket/input/train/ALB/img_03344.jpg,162,218,596,73
gs://fish_bucket/input/train/ALB/img_03341.jpg,150,84,108,488
gs://fish_bucket/input/train/ALB/img_03335.jpg,116,106,426,123
gs://fish_bucket/input/train/ALB/img_03323.jpg,150,153,222,56
gs://fish_bucket/input/train/ALB/img_03320.jpg,142,356,515,73
gs://fish_bucket/input/train/ALB/img_03314.jpg,116,100,941,526
gs://fish_bucket/input/train/ALB/img_03311.jpg,146,129,607,351
gs://fish_bucket/input/train/ALB/img_03307.jpg,192,100,567,245
gs://fish_bucket/input/train/ALB/img_03304.jpg,99,112,429,362
gs://fish_bucket/input/train/ALB/img_03300.jpg,109,51,774,270
gs://fish_bucket/input/train/ALB/img_03293.jpg,110,344,573,227
gs://fish_bucket/input/train/ALB/img_03286.jpg,77,166,258,426
gs://fish_bucket/input/train/ALB/img_03282.jpg,115,305,843,416
gs://fish_bucket/input/train/ALB/img_03281.jpg,55,143,370,403
gs://fish_bucket/input/train/ALB/img_03277.jpg,106,40,555,134
gs://fish_bucket/input/train/ALB/img_03264.jpg,138,364,540,147
gs://fish_bucket/input/train/ALB/img_03263.jpg,66,94,917,309
gs://fish_bucket/input/train/ALB/img_03262.jpg,53,127,230,425
gs://fish_bucket/input/train/ALB/img_03251.jpg,99,229,446,54
gs://fish_bucket/input/train/ALB/img_03250.jpg,202,110,500,403
gs://fish_bucket/input/train/ALB/img_03237.jpg,199,145,529,479
gs://fish_bucket/input/train/ALB/img_03233.jpg,123,190,726,376
gs://fish_bucket/input/train/ALB/img_03226.jpg,206,98,547,479
gs://fish_bucket/input/train/ALB/img_03224.jpg,137,337,755,383
gs://fish_bucket/input/train/ALB/img_03216.jpg,214,290,235,306
gs://fish_bucket/input/train/ALB/img_03215.jpg,224,95,201,49
gs://fish_bucket/input/train/ALB/img_03213.jpg,78,54,770,297
gs://fish_bucket/input/train/ALB/img_03212.jpg,146,237,971,221
gs://fish_bucket/input/train/ALB/img_03209.jpg,119,116,635,334
gs://fish_bucket/input/train/ALB/img_03208.jpg,178,203,612,447
gs://fish_bucket/input/train/ALB/img_03202.jpg,46,83,470,621
gs://fish_bucket/input/train/ALB/img_03188.jpg,137,157,688,324
gs://fish_bucket/input/train/ALB/img_03182.jpg,167,239,756,10
gs://fish_bucket/input/train/ALB/img_03179.jpg,168,296,868,204
gs://fish_bucket/input/train/ALB/img_03176.jpg,63,132,284,346
gs://fish_bucket/input/train/ALB/img_03171.jpg,166,257,500,186
gs://fish_bucket/input/train/ALB/img_03164.jpg,86,160,354,387
gs://fish_bucket/input/train/ALB/img_03161.jpg,50,135,235,412
gs://fish_bucket/input/train/ALB/img_03159.jpg,101,134,630,348
gs://fish_bucket/input/train/ALB/img_03154.jpg,152,351,733,284
gs://fish_bucket/input/train/ALB/img_03153.jpg,172,197,403,2
gs://fish_bucket/input/train/ALB/img_03151.jpg,137,366,540,148
gs://fish_bucket/input/train/ALB/img_03150.jpg,175,248,326,138
gs://fish_bucket/input/train/ALB/img_03147.jpg,149,61,948,491
gs://fish_bucket/input/train/ALB/img_03146.jpg,102,125,516,416
gs://fish_bucket/input/train/ALB/img_03145.jpg,38,145,241,345
gs://fish_bucket/input/train/ALB/img_03143.jpg,149,149,225,60
gs://fish_bucket/input/train/ALB/img_03141.jpg,186,101,569,250
gs://fish_bucket/input/train/ALB/img_03125.jpg,117,170,300,227
gs://fish_bucket/input/train/ALB/img_03123.jpg,126,64,445,53
gs://fish_bucket/input/train/ALB/img_03119.jpg,149,170,482,537
gs://fish_bucket/input/train/ALB/img_03115.jpg,159,131,534,417
gs://fish_bucket/input/train/ALB/img_03112.jpg,129,335,300,238
gs://fish_bucket/input/train/ALB/img_03108.jpg,104,110,437,361
gs://fish_bucket/input/train/ALB/img_03107.jpg,130,224,191,218
gs://fish_bucket/input/train/ALB/img_03106.jpg,166,148,219,54
gs://fish_bucket/input/train/ALB/img_03099.jpg,159,102,637,190
gs://fish_bucket/input/train/ALB/img_03092.jpg,147,396,409,294
gs://fish_bucket/input/train/ALB/img_03090.jpg,45,157,286,437
gs://fish_bucket/input/train/ALB/img_03089.jpg,172,136,653,385
gs://fish_bucket/input/train/ALB/img_03067.jpg,203,94,536,460
gs://fish_bucket/input/train/ALB/img_03061.jpg,84,124,210,373
gs://fish_bucket/input/train/ALB/img_03050.jpg,92,112,213,371
gs://fish_bucket/input/train/ALB/img_03047.jpg,84,95,97,485
gs://fish_bucket/input/train/ALB/img_03041.jpg,123,377,417,706
gs://fish_bucket/input/train/ALB/img_03040.jpg,182,279,112,236
gs://fish_bucket/input/train/ALB/img_03039.jpg,173,192,609,451
gs://fish_bucket/input/train/ALB/img_03038.jpg,168,137,471,523
gs://fish_bucket/input/train/ALB/img_03037.jpg,140,236,270,174
gs://fish_bucket/input/train/ALB/img_03031.jpg,113,288,746,89
gs://fish_bucket/input/train/ALB/img_03021.jpg,109,344,522,77
gs://fish_bucket/input/train/ALB/img_03017.jpg,128,322,270,58
gs://fish_bucket/input/train/ALB/img_03016.jpg,157,87,807,382
gs://fish_bucket/input/train/ALB/img_03011.jpg,194,159,566,382
gs://fish_bucket/input/train/ALB/img_03005.jpg,104,238,441,324
gs://fish_bucket/input/train/ALB/img_03003.jpg,93,295,319,216
gs://fish_bucket/input/train/ALB/img_02996.jpg,131,151,284,201
gs://fish_bucket/input/train/ALB/img_02995.jpg,125,184,434,175
gs://fish_bucket/input/train/ALB/img_02994.jpg,189,301,777,189
gs://fish_bucket/input/train/ALB/img_02992.jpg,149,333,742,89
gs://fish_bucket/input/train/ALB/img_02978.jpg,72,174,450,448
gs://fish_bucket/input/train/ALB/img_02950.jpg,46,115,721,296
gs://fish_bucket/input/train/ALB/img_02948.jpg,194,99,566,245
gs://fish_bucket/input/train/ALB/img_02946.jpg,147,391,527,185
gs://fish_bucket/input/train/ALB/img_02945.jpg,110,353,378,66
gs://fish_bucket/input/train/ALB/img_02940.jpg,299,116,334,284
gs://fish_bucket/input/train/ALB/img_02938.jpg,182,270,403,197
gs://fish_bucket/input/train/ALB/img_02933.jpg,157,65,654,414
gs://fish_bucket/input/train/ALB/img_02931.jpg,132,66,470,375
gs://fish_bucket/input/train/ALB/img_02928.jpg,53,119,225,423
gs://fish_bucket/input/train/ALB/img_02925.jpg,119,398,607,244
gs://fish_bucket/input/train/ALB/img_02915.jpg,162,91,549,422
gs://fish_bucket/input/train/ALB/img_02913.jpg,156,67,477,368
gs://fish_bucket/input/train/ALB/img_02901.jpg,129,306,559,108
gs://fish_bucket/input/train/ALB/img_02888.jpg,165,137,230,51
gs://fish_bucket/input/train/ALB/img_02886.jpg,121,311,355,238
gs://fish_bucket/input/train/ALB/img_02885.jpg,159,239,967,222
gs://fish_bucket/input/train/ALB/img_02883.jpg,121,67,559,558
gs://fish_bucket/input/train/ALB/img_02880.jpg,110,111,433,355
gs://fish_bucket/input/train/ALB/img_02875.jpg,157,93,520,157
gs://fish_bucket/input/train/ALB/img_02868.jpg,189,455,452,110
gs://fish_bucket/input/train/ALB/img_02862.jpg,162,133,468,457
gs://fish_bucket/input/train/ALB/img_02859.jpg,106,68,588,413
gs://fish_bucket/input/train/ALB/img_02856.jpg,142,91,420,112
gs://fish_bucket/input/train/ALB/img_02828.jpg,121,129,633,368
gs://fish_bucket/input/train/ALB/img_02825.jpg,136,47,580,375
gs://fish_bucket/input/train/ALB/img_02823.jpg,155,124,599,368
gs://fish_bucket/input/train/ALB/img_02821.jpg,138,35,489,372
gs://fish_bucket/input/train/ALB/img_02820.jpg,63,188,910,428
gs://fish_bucket/input/train/ALB/img_02816.jpg,169,235,764,12
gs://fish_bucket/input/train/ALB/img_02807.jpg,71,88,851,211
gs://fish_bucket/input/train/ALB/img_02801.jpg,186,67,108,466
gs://fish_bucket/input/train/ALB/img_02794.jpg,122,324,267,66
gs://fish_bucket/input/train/ALB/img_02793.jpg,184,133,707,437
gs://fish_bucket/input/train/ALB/img_02784.jpg,162,73,358,384
gs://fish_bucket/input/train/ALB/img_02779.jpg,62,38,593,40
gs://fish_bucket/input/train/ALB/img_02777.jpg,221,102,204,69
gs://fish_bucket/input/train/ALB/img_02776.jpg,171,195,610,453
gs://fish_bucket/input/train/ALB/img_02774.jpg,45,109,524,523
gs://fish_bucket/input/train/ALB/img_02768.jpg,85,56,839,280
gs://fish_bucket/input/train/ALB/img_02765.jpg,172,340,619,75
gs://fish_bucket/input/train/ALB/img_02762.jpg,123,324,267,59
gs://fish_bucket/input/train/ALB/img_02737.jpg,88,168,230,351
gs://fish_bucket/input/train/ALB/img_02729.jpg,120,143,526,260
gs://fish_bucket/input/train/ALB/img_02725.jpg,141,101,961,492
gs://fish_bucket/input/train/ALB/img_02724.jpg,179,219,751,496
gs://fish_bucket/input/train/ALB/img_02719.jpg,184,274,876,135
gs://fish_bucket/input/train/ALB/img_02710.jpg,180,176,604,439
gs://fish_bucket/input/train/ALB/img_02704.jpg,107,141,628,341
gs://fish_bucket/input/train/ALB/img_02698.jpg,150,160,642,341
gs://fish_bucket/input/train/ALB/img_02695.jpg,107,78,475,380
gs://fish_bucket/input/train/ALB/img_02689.jpg,180,245,16,355
gs://fish_bucket/input/train/ALB/img_02686.jpg,66,173,263,432
gs://fish_bucket/input/train/ALB/img_02671.jpg,181,434,628,568
gs://fish_bucket/input/train/ALB/img_02664.jpg,148,54,448,365
gs://fish_bucket/input/train/ALB/img_02662.jpg,153,203,339,205
gs://fish_bucket/input/train/ALB/img_02658.jpg,184,54,118,476
gs://fish_bucket/input/train/ALB/img_02645.jpg,114,104,384,411
gs://fish_bucket/input/train/ALB/img_02643.jpg,110,116,442,370
gs://fish_bucket/input/train/ALB/img_02635.jpg,173,80,653,446
gs://fish_bucket/input/train/ALB/img_02630.jpg,132,315,275,54
gs://fish_bucket/input/train/ALB/img_02629.jpg,37,128,359,415
gs://fish_bucket/input/train/ALB/img_02623.jpg,148,149,222,61
gs://fish_bucket/input/train/ALB/img_02610.jpg,70,149,330,394
gs://fish_bucket/input/train/ALB/img_02609.jpg,68,130,390,408
gs://fish_bucket/input/train/ALB/img_02605.jpg,116,225,333,238
gs://fish_bucket/input/train/ALB/img_02604.jpg,60,56,248,303
gs://fish_bucket/input/train/ALB/img_02593.jpg,117,387,455,117
gs://fish_bucket/input/train/ALB/img_02591.jpg,162,239,758,14
gs://fish_bucket/input/train/ALB/img_02586.jpg,128,310,180,315
gs://fish_bucket/input/train/ALB/img_02584.jpg,184,313,772,191
gs://fish_bucket/input/train/ALB/img_02583.jpg,219,101,634,410
gs://fish_bucket/input/train/ALB/img_02578.jpg,224,108,203,76
gs://fish_bucket/input/train/ALB/img_02576.jpg,205,249,325,219
gs://fish_bucket/input/train/ALB/img_02572.jpg,166,413,454,256
gs://fish_bucket/input/train/ALB/img_02555.jpg,205,138,528,473
gs://fish_bucket/input/train/ALB/img_02551.jpg,148,308,836,289
gs://fish_bucket/input/train/ALB/img_02549.jpg,94,150,391,348
gs://fish_bucket/input/train/ALB/img_02547.jpg,111,71,822,314
gs://fish_bucket/input/train/ALB/img_02545.jpg,242,86,782,314
gs://fish_bucket/input/train/ALB/img_02542.jpg,143,356,548,148
gs://fish_bucket/input/train/ALB/img_02537.jpg,162,239,759,9
gs://fish_bucket/input/train/ALB/img_02530.jpg,150,56,564,372
gs://fish_bucket/input/train/ALB/img_02519.jpg,365,298,583,174
gs://fish_bucket/input/train/ALB/img_02514.jpg,125,338,289,239
gs://fish_bucket/input/train/ALB/img_02513.jpg,104,303,851,430
gs://fish_bucket/input/train/ALB/img_02501.jpg,121,108,783,243
gs://fish_bucket/input/train/ALB/img_02499.jpg,105,64,820,282
gs://fish_bucket/input/train/ALB/img_02495.jpg,126,128,635,366
gs://fish_bucket/input/train/ALB/img_02494.jpg,115,320,789,204
gs://fish_bucket/input/train/ALB/img_02492.jpg,126,132,188,280
gs://fish_bucket/input/train/ALB/img_02491.jpg,52,136,187,423
gs://fish_bucket/input/train/ALB/img_02489.jpg,113,187,1050,232
gs://fish_bucket/input/train/ALB/img_02488.jpg,154,140,233,59
gs://fish_bucket/input/train/ALB/img_02484.jpg,85,198,132,365
gs://fish_bucket/input/train/ALB/img_02481.jpg,153,283,365,216
gs://fish_bucket/input/train/ALB/img_02480.jpg,143,371,537,143
gs://fish_bucket/input/train/ALB/img_02477.jpg,143,299,366,219
gs://fish_bucket/input/train/ALB/img_02471.jpg,213,156,553,466
gs://fish_bucket/input/train/ALB/img_02470.jpg,143,382,531,144
